,Palavra,Categoria gramatical,Fonética
400,ab·sen·tis·ta,nome masculino,a.bi.sẽ.tʃˈis.tə ou a.bi.sẽ.tʃˈis.tə
401,ab·sen·tis·ta,adjetivo,a.bi.sẽ.tʃˈis.tə
402,ab·si·de,nome feminino,a.bi.sˈi.dʒi
403,ab·sí·mi·le,adjetivo,ab.sˈi.mi.li
404,ab·sin·to,nome masculino,a.bi.sˈĩ.tʊ
405,ab·so·gro,nome masculino,ab.sˈo.gɾʊ
406,ab·so·lu·ção,nome feminino,ab.so.lu.sˈə̃w
407,ab·so·lu·ta·men·te,advérbio,a.bə.so.lu.ta.mˈẽj.tʃi
408,ab·so·lu·tis·mo,nome masculino,a.bə.so.lu.tʃˈiz.mʊ
409,ab·so·lu·tis·ta,adjetivo,a.bə.so.lu.tʃˈis.tə
410,ab·so·lu·tis·ta,nome masculino,a.bə.so.lu.tʃˈis.tə
411,ab·so·lu·tis·ta,nome feminino,a.bə.so.lu.tʃˈis.tə
412,ab·so·lu·ti·zar,verbo,a.bə.so.lu.tʃi.zˈa
413,ab·so·lu·to,adjetivo,a.bə.so.lˈu.tʊ
414,ab·so·lu·to,nome masculino,a.bə.so.lˈu.tʊ
415,ab·sol·ven·te,adjetivo,ab.sow.vˈẽj.tʃi
416,ab·sol·ver,verbo,a.bə.sow.vˈe
417,ab·sol·vi·ção,nome feminino,a.bə.sow.vi.sˈə̃w
418,ab·sol·vi·do,adjetivo,a.bə.sow.vˈi.dʊ
419,ab·so·nân·ci·a,nome feminino,ab.so.nˈə̃.sjə
420,ab·so·nan·te,adjetivo,ab.so.nˈə̃.tʃi
421,ab·so·nar,verbo,ab.sɔ.nˈaɾ
422,ab·sor·ção,nome feminino,a.bə.soɾ.sˈə̃w
423,ab·sor·to,adjetivo,a.bə.sˈoɾ.tʊ
424,ab·sor·ve·dou·ro,nome masculino,ab.soɾ.ve.dˈo.ɾʊ
425,ab·sor·ven·te,nome masculino,a.bə.soɾ.vˈẽj.tʃi
426,ab·sor·ven·te,adjetivo,a.bə.soɾ.vˈẽj.tʃi
427,ab·sor·ven·te·men·te,advérbio,a.bə.soɾ.vẽ.te.mˈẽj.tʃi
428,ab·sor·ver,verbo,a.bə.soɾ.vˈe
429,ab·sor·vi·do,adjetivo,a.bə.soɾ.vˈi.dʊ
430,ab·sor·ví·vel,adjetivo,a.bə.soɾ.vˈi.vew
431,abs·té·mi·a,nome feminino,abs.tˈɛ.mjə
432,abs·tê·mi·o,adjetivo,abs.tˈe.mjʊ
433,abs·tê·mi·o,nome masculino,abs.tˈe.mjʊ
434,abs·té·mi·o,nome masculino,abs.tˈɛ.mjʊ
435,abs·té·mi·o,adjetivo,abs.tˈɛ.mjʊ
436,abs·ten·ção,nome feminino,abs.tẽ.sˈə̃w
437,abs·ten·ci·o·nis·mo,nome masculino,abs.tẽ.si.o.nˈiz.mʊ
438,abs·ten·ci·o·nis·ta,adjetivo,abs.tẽ.si.o.nˈis.tə
439,abs·ten·ci·o·nis·ta,nome masculino,abs.tẽ.si.o.nˈis.tə ou abs.tẽ.si.o.nˈis.tə
440,abs·ter,verbo,abs.tˈe
441,abs·ti·nên·ci·a,nome feminino,abs.tʃi.nˈẽj.sjə
442,abs·ti·nen·te,adjetivo,abs.tʃi.nˈẽj.tʃi
443,abs·ti·nen·te,nome masculino,abs.tʃi.nˈẽj.tʃi
444,abs·ti·nen·te,nome feminino,abs.tʃi.nˈẽj.tʃi
445,abs·ti·nen·te·men·te,advérbio,abs.tʃi.nẽ.te.mˈẽj.tʃi
446,abs·tra·ção,nome feminino,abs.tɾa.sˈə̃w ou abs.tɾa.sˈə̃w
447,abs·tra·ci·o·nis·mo,nome masculino,abs.tɾa.si.o.nˈiz.mʊ
448,abs·tra·ci·o·nis·ta,adjetivo,abs.tɾa.si.o.nˈis.tə
449,abs·tra·ci·o·nis·ta,nome masculino,abs.tɾa.si.o.nˈis.tə
450,abs·tra·ci·o·nis·ta,nome feminino,abs.tɾa.si.o.nˈis.tə
451,abs·tra·ir,verbo,abs.tɾa.ˈi
452,abs·tra·ta,nome feminino,abs.tɾˈa.tə
453,abs·tra·ta·men·te,advérbio,abs.tɾa.ta.mˈẽj.tʃi
454,abs·tra·ti·zan·te,adjetivo,abs.tɾa.tʃi.zˈə̃.tʃi
455,abs·tra·ti·zar,verbo,abs.tɾa.tʃi.zˈa
456,abs·tra·to,adjetivo,abs.tɾˈa.tʊ ou abs.tɾˈa.tʊ
457,abs·tra·to,nome masculino,abs.tɾˈa.tʊ
458,abs·tru·sa·men·te,advérbio,abs.tɾu.za.mˈẽj.tʃi
459,abs·tru·so,adjetivo,abs.tɾˈu.zʊ
460,ab·sur·da·men·te,advérbio,a.bə.suɾ.da.mˈẽj.tʃi
461,ab·sur·dez,nome feminino,ab.suɾ.dˈes
462,ab·sur·di·da·de,nome feminino,a.bə.suɾ.dʒi.dˈa.dʒi
463,ab·sur·dis·mo,nome masculino,a.bə.suɾ.dʒˈiz.mʊ
464,ab·sur·do,nome masculino,a.bə.sˈuɾ.dʊ
465,ab·sur·do,adjetivo,a.bə.sˈuɾ.dʊ
466,a·bu,nome masculino,a.bˈu
467,a·bu·li·a,nome feminino,a.bu.lˈi.jə
468,a·bú·li·ca,nome feminino,a.bˈu.li.kə
469,a·bu·li·ca·men·te,advérbio,a.bu.li.ka.mˈẽj.tʃi
470,a·bú·li·co,adjetivo,a.bˈu.li.kʊ
471,a·bú·li·co,nome masculino,a.bˈu.li.kʊ
472,a·bun·dân·ci·a,nome feminino,a.bũ.dˈə̃.sjə
473,a·bun·dan·te,adjetivo,a.bũ.dˈə̃.tʃi
474,a·bun·dan·te·men·te,advérbio,a.bũ.də̃.te.mˈẽj.tʃi
475,a·bun·dar,verbo,a.bũ.dˈa
476,a·bu·nhar,verbo,a.bu.ɲˈaɾ
477,a·bur·gue·sa·do,adjetivo,a.buɾ.ge.zˈa.dʊ
478,a·bur·gue·sa·men·to,nome masculino,a.buɾ.ge.za.mˈẽj.tʊ
479,a·bur·gue·sar,verbo,a.buɾ.ge.zˈa
480,a·bur·rar,verbo,a.bu.xˈaɾ
481,a·bu·ru,nome masculino,a.bu.ɾˈu
482,a·bu·sa·da·men·te,advérbio,a.bu.za.da.mˈẽj.tʃi
483,a·bu·sa·do,adjetivo,a.bu.zˈa.dʊ
484,a·bu·sa·dor,adjetivo,a.bu.za.dˈoɾ
485,a·bu·sa·dor,nome masculino,a.bu.za.dˈoɾ
486,a·bu·sa·do·ra,nome feminino,a.bu.za.dˈo.ɾə
487,a·bu·sar,verbo,a.bu.zˈa
488,a·bu·si·va·men·te,advérbio,a.bu.zi.va.mˈẽj.tʃi
489,a·bu·si·vo,adjetivo,a.bu.zˈi.vʊ
490,a·bu·so,nome masculino,a.bˈu.zʊ
491,a·bu·ta,nome feminino,a.bˈu.tə
492,a·bu·tre,nome masculino,a.bˈu.tɾi
493,a·ca,nome masculino,ˈa.kə
494,a·ca·ba·ça·do,adjetivo,a.ka.ba.sˈa.dʊ
495,a·ca·ba·çar,verbo,a.ka.ba.sˈa
496,a·ca·ba·da·men·te,advérbio,a.ka.ba.da.mˈẽj.tʃi
497,a·ca·ba·do,adjetivo,a.ka.bˈa.dʊ
498,a·ca·ba·do,nome masculino,a.ka.bˈa.dʊ
499,a·ca·ba·men·to,nome masculino,a.ka.ba.mˈẽj.tʊ
500,a·ca·ba·na·do,adjetivo,a.ka.ba.nˈa.dʊ
501,a·ca·ba·nar,verbo,a.ka.ba.nˈa
502,a·ca·bar,verbo,a.ka.bˈa
503,a·ca·bru·nha·da·men·te,advérbio,a.ka.bɾu.ɲa.da.mˈẽj.tʃi
504,a·ca·bru·nha·do,adjetivo,a.ka.bɾu.ɲˈa.dʊ
505,a·ca·bru·nha·men·to,nome masculino,a.ka.bɾu.ɲa.mˈẽj.tʊ
506,a·ca·bru·nhan·te,adjetivo,a.ka.bɾu.ɲˈə̃.tʃi
507,a·ca·bru·nhar,verbo,a.ka.bɾu.ɲˈa
508,a·cá·ci·a,nome feminino,a.kˈa.sjə
509,a·ca·ci·a·na·men·te,advérbio,a.ka.sja.na.mˈẽj.tʃi
510,a·ca·ci·a·no,adjetivo,a.ka.sjˈə.nʊ
511,a·ca·ci·a·no,nome masculino,a.ka.sjˈə.nʊ
512,a·ca·dé·mi·a,nome feminino,a.ka.dˈɛ.mjə
513,a·ca·dê·mi·a,nome feminino,a.ka.dˈe.mjə
514,a·ca·de·mi·a,nome feminino,a.ka.de.mˈi.jə
515,a·ca·de·mi·ar,verbo,a.ka.de.mjˈa
516,a·ca·dé·mi·ca,nome feminino,a.ka.dˈɛ.mi.kə
517,a·ca·dê·mi·ca,nome feminino,a.ka.dˈe.mi.kə
518,a·ca·de·mi·ca·men·te,advérbio,a.ka.dɛ.mi.ka.mˈẽj.tʃi
519,a·ca·de·mi·cis·mo,nome masculino,a.ka.de.mi.sˈiz.mʊ
520,a·ca·dé·mi·co,adjetivo,a.ka.dˈɛ.mi.kʊ
521,a·ca·dé·mi·co,nome masculino,a.ka.dˈɛ.mi.kʊ
522,a·ca·dê·mi·co,nome masculino,a.ka.dˈe.mi.kʊ
523,a·ca·de·mis·mo,nome masculino,a.ka.de.mˈiz.mʊ
524,a·ca·de·mis·ta,nome masculino,a.ka.de.mˈis.tə ou a.ka.de.mˈis.tə
525,a·ca·de·mi·za·do,adjetivo,a.ka.de.mi.zˈa.dʊ
526,a·ca·de·mi·zan·te,adjetivo,a.ka.de.mi.zˈə̃.tʃi
527,a·ca·de·mi·zar,verbo,a.ka.de.mi.zˈa
528,a·ça·fa·te,nome masculino,a.sa.fˈa.tʃi
529,a·ça·frão,nome masculino,a.sa.fɾˈə̃w
530,a·ça·fro·a·do,adjetivo,a.sa.fɾo.ˈa.dʊ
531,a·ça·fro·ar,verbo,a.sa.fɾo.ˈa
532,a·çai·ma·do,adjetivo,a.saj.mˈa.dʊ
533,a·çai·mar,verbo,a.saj.mˈa
534,a·çai·me,nome masculino,a.sˈaj.mi
535,a·çai·mo,nome masculino,a.sˈaj.mʊ
536,a·ca·ju,nome masculino,a.ka.ʒˈu
537,a·ca·ju,adjetivo,a.ka.ʒˈu
538,a·ca·lan·tar,verbo,a.ka.lə̃.tˈa
539,a·ca·lan·to,nome masculino,a.ka.lˈə̃.tʊ
540,a·ca·len·ta·do,adjetivo,a.ka.lẽ.tˈa.dʊ
541,a·ca·len·tar,verbo,a.ka.lẽ.tˈa
542,a·ca·len·to,nome masculino,a.ka.lˈẽj.tʊ
543,a·cal·ma·ção,nome feminino,a.kaw.ma.sˈə̃w
544,a·cal·ma·do,adjetivo,a.kaw.mˈa.dʊ
545,a·cal·mar,verbo,a.kaw.mˈa
546,a·cal·mi·a,nome feminino,a.kaw.mˈi.jə
547,a·ca·lo·ra·da·men·te,advérbio,a.ka.lo.ɾa.da.mˈẽj.tʃi
548,a·ca·lo·ra·do,adjetivo,a.ka.lo.ɾˈa.dʊ
549,a·ca·lo·rar,verbo,a.ka.lo.ɾˈa
550,a·ca·ma·da,nome feminino,a.ka.mˈa.də
551,a·ca·ma·do,adjetivo,a.ka.mˈa.dʊ
552,a·ca·ma·do,nome masculino,a.ka.mˈa.dʊ
553,a·ca·mar,verbo,a.ka.mˈa
554,a·ca·ma·ra·dar,verbo,a.ka.ma.ɾa.dˈa
555,a·çam·bar·ca·dor,adjetivo,a.sə̃.baɾ.ka.dˈoɾ
556,a·çam·bar·ca·dor,nome masculino,a.sə̃.baɾ.ka.dˈoɾ
557,a·çam·bar·ca·do·ra·men·te,advérbio,a.sə̃.baɾ.ka.do.ɾa.mˈẽj.tʃi
558,a·çam·bar·ca·men·to,nome masculino,a.sə̃.baɾ.ka.mˈẽj.tʊ
559,a·çam·bar·car,verbo,a.sə̃.baɾ.kˈa
560,a·cam·pa·do,adjetivo,a.kə̃.pˈa.dʊ
561,a·cam·pa·men·to,nome masculino,a.kə̃.pa.mˈẽj.tʊ
562,a·cam·par,verbo,a.kə̃.pˈa
563,a·ca·nha·da·men·te,advérbio,a.ka.ɲa.da.mˈẽj.tʃi
564,a·ca·nha·do,adjetivo,a.ka.ɲˈa.dʊ
565,a·ca·nha·men·to,nome masculino,a.ka.ɲa.mˈẽj.tʊ
566,a·ca·nhar,verbo,a.ka.ɲˈa
567,a·can·to,nome masculino,a.kˈə̃.tʊ
568,a·can·to·na·do,adjetivo,a.kə̃.to.nˈa.dʊ
569,a·can·to·na·men·to,nome masculino,a.kə̃.to.na.mˈẽj.tʊ
570,a·can·to·nar,verbo,a.kə̃.to.nˈa
571,a·ção,nome feminino,a.sˈə̃w ou a.sˈə̃w
572,a·ça·par,verbo,a.sa.pˈa
573,a·ca·pa·rar,verbo,a.ka.pa.ɾˈa
574,a·ca·ra·jé,nome feminino,a.ka.ɾa.ʒˈɛ
575,a·ca·re·a·ção,nome feminino,a.ka.ɾi.a.sˈə̃w
576,a·ca·re·a·do,adjetivo,a.ka.ɾi.ˈa.dʊ
577,a·ca·re·ar,verbo,a.ka.ɾi.ˈa
578,a·ca·ri,nome masculino,a.ka.ɾˈi
579,a·ca·ri·ci·a·dor,adjetivo,a.ka.ɾi.sja.dˈoɾ
580,a·ca·ri·ci·a·dor,nome masculino,a.ka.ɾi.sja.dˈoɾ
581,a·ca·ri·ci·a·do·ra,nome feminino,a.ka.ɾi.sja.dˈo.ɾə
582,a·ca·ri·ci·an·te,adjetivo,a.ka.ɾi.sjˈə̃.tʃi
583,a·ca·ri·ci·ar,verbo,a.ka.ɾi.sjˈa
584,a·ca·ri·nha·do,adjetivo,a.ka.ɾi.ɲˈa.dʊ
585,a·ca·ri·nhar,verbo,a.ka.ɾi.ɲˈa
586,á·ca·ro,nome masculino,ˈa.ka.ɾʊ
587,a·car·re·tar,verbo,a.ka.xe.tˈa
588,a·car·tar,verbo,a.kaɾ.tˈa
589,a·ca·sa·la·do,adjetivo,a.ka.za.lˈa.dʊ
590,a·ca·sa·la·men·to,nome masculino,a.ka.za.la.mˈẽj.tʊ
591,a·ca·sa·lar,verbo,a.ka.za.lˈa
592,a·ca·so,advérbio,a.kˈa.zʊ
593,a·ca·so,nome masculino,a.kˈa.zʊ
594,a·cas·ta·nha·do,nome masculino,a.kas.ta.ɲˈa.dʊ
595,a·cas·ta·nha·do,adjetivo,a.kas.ta.ɲˈa.dʊ
596,a·cas·ta·nhar,verbo,a.kas.ta.ɲˈa
597,a·cas·te·la·da·men·te,advérbio,a.kas.te.la.da.mˈẽj.tʃi
598,a·cas·te·la·do,adjetivo,a.kas.te.lˈa.dʊ
599,a·cas·te·lar,verbo,a.kas.te.lˈa
600,a·ca·ta·do,adjetivo,a.ka.tˈa.dʊ
601,a·ca·ta·men·to,nome masculino,a.ka.ta.mˈẽj.tʊ
602,a·ca·tar,verbo,a.ka.tˈa
603,a·ca·to,nome masculino,a.kˈa.tʊ
604,a·cau·te·la·da·men·te,advérbio,a.kaw.te.la.da.mˈẽj.tʃi
605,a·cau·te·la·do,adjetivo,a.kaw.te.lˈa.dʊ
606,a·cau·te·la·men·to,nome masculino,a.kaw.te.la.mˈẽj.tʊ
607,a·cau·te·lar,verbo,a.kaw.te.lˈa
608,a·ce·ção,nome feminino,a.se.sˈə̃w
609,a·ce·der,verbo,a.se.dˈe
610,a·cé·di·a,nome feminino,a.sˈɛ.dʒjə
611,a·ce·fa·li·a,nome feminino,a.se.fa.lˈi.jə
612,a·cé·fa·lo,adjetivo,a.sˈɛ.fa.lʊ
613,a·cé·fa·lo,nome masculino,a.sˈɛ.fa.lʊ
614,a·cei·rar,verbo,a.sej.ɾˈa
615,a·cei·ro,nome masculino,a.sˈej.ɾʊ
616,a·cei·ro,adjetivo,a.sˈej.ɾʊ
617,a·cei·ta·bi·li·da·de,nome feminino,a.sej.ta.bi.li.dˈa.dʒi
618,a·cei·ta·ção,nome feminino,a.sej.ta.sˈə̃w
619,a·cei·tan·te,adjetivo,a.sej.tˈə̃.tʃi
620,a·cei·tan·te,nome masculino,a.sej.tˈə̃.tʃi
621,a·cei·tan·te,nome feminino,a.sej.tˈə̃.tʃi
622,a·cei·tar,verbo,a.sej.tˈa
623,a·cei·tá·vel,adjetivo,a.sej.tˈa.vew
624,a·cei·ta·vel·men·te,advérbio,a.sej.ta.vew.mˈẽj.tʃi
625,a·cei·te,adjetivo,a.sˈej.tʃi
626,a·cei·te,nome masculino,a.sˈej.tʃi
627,a·cei·to,adjetivo,a.sˈej.tʊ
628,a·ce·le·ra,nome masculino,a.se.lˈɛ.ɾə ou a.se.lˈɛ.ɾə
629,a·ce·le·ra·ção,nome feminino,a.se.le.ɾa.sˈə̃w
630,a·ce·le·ra·da·men·te,advérbio,a.se.le.ɾa.da.mˈẽj.tʃi
631,a·ce·le·ra·de·la,nome feminino,a.se.le.ɾa.dˈɛ.lə
632,a·ce·le·ra·do,adjetivo,a.se.le.ɾˈa.dʊ
633,a·ce·le·ra·do,nome masculino,a.se.le.ɾˈa.dʊ
634,a·ce·le·ra·dor,adjetivo,a.se.le.ɾa.dˈoɾ
635,a·ce·le·ra·dor,nome masculino,a.se.le.ɾa.dˈoɾ
636,a·ce·le·ra·do·ra,nome feminino,a.se.le.ɾa.dˈo.ɾə
637,a·ce·le·ra·men·to,nome masculino,a.se.le.ɾa.mˈẽj.tʊ
638,a·ce·le·ran·do,nome masculino,a.se.le.ɾˈə̃.dʊ
639,a·ce·le·rar,verbo,a.se.le.ɾˈa
640,a·ce·le·rô·me·tro,nome masculino,a.se.le.ɾˈo.me.tɾʊ
641,a·ce·le·ró·me·tro,nome masculino,a.se.le.ɾˈɔ.me.tɾʊ
642,a·cel·ga,nome feminino,a.sˈɛw.gə
643,a·ce·nar,verbo,a.se.nˈa
644,a·cen·da·lha,nome feminino,a.sẽ.dˈa.ʎə
645,a·cen·de·dor,nome masculino,a.sẽ.de.dˈoɾ
646,a·cen·de·dor,adjetivo,a.sẽ.de.dˈoɾ
647,a·cen·der,verbo,a.sẽ.dˈe
648,a·cen·di·men·to,nome masculino,a.sẽ.dʒi.mˈẽj.tʊ
649,a·ce·no,nome masculino,a.sˈe.nʊ
650,a·cen·to,nome masculino,a.sˈẽj.tʊ
651,a·cen·tu·a·ção,nome feminino,a.sẽ.twa.sˈə̃w
652,a·cen·tu·a·da·men·te,advérbio,a.sẽ.twa.da.mˈẽj.tʃi
653,a·cen·tu·a·do,adjetivo,a.sẽ.twˈa.dʊ
654,a·cen·tu·ar,verbo,a.sẽ.twˈa
655,a·ce·pi·par,verbo,a.se.pi.pˈa
656,a·ce·pi·pe,nome masculino,a.se.pˈi.pi
657,á·cer,nome masculino,ˈa.seɾ
658,a·ce·ra·da·men·te,advérbio,a.se.ɾa.da.mˈẽj.tʃi
659,a·ce·ra·do,adjetivo,a.se.ɾˈa.dʊ
660,a·ce·rar,verbo,a.se.ɾˈa
661,a·cer·ba·men·te,advérbio,a.seɾ.ba.mˈẽj.tʃi
662,a·cer·bar,verbo,a.seɾ.bˈa
663,a·cer·bo,adjetivo,a.sˈeɾ.bʊ
664,a·cer·ca,advérbio,a.sˈeɾ.kə
665,a·cer·car,verbo,a.seɾ.kˈa
666,a·ce·re·ja·do,adjetivo,a.se.ɾe.ʒˈa.dʊ
667,a·ce·re·jar,verbo,a.se.ɾe.ʒˈa
668,a·cer·ri·ma·men·te,advérbio,a.se.xi.ma.mˈẽj.tʃi
669,a·cér·ri·mo,adjetivo,a.sˈe.xi.mʊ
670,a·cer·ta·da·men·te,advérbio,a.seɾ.ta.da.mˈẽj.tʃi
671,a·cer·ta·do,adjetivo,a.seɾ.tˈa.dʊ
672,a·cer·tar,verbo,a.seɾ.tˈa
673,a·cer·to,nome masculino,a.sˈeɾ.tʊ
674,a·cer·var,verbo,a.seɾ.vˈa
675,a·cer·vo,nome masculino,a.sˈeɾ.vʊ
676,a·ce·sa·men·te,advérbio,a.se.za.mˈẽj.tʃi
677,a·ce·so,adjetivo,a.sˈe.zʊ
678,a·ces·si·bi·li·da·de,nome feminino,a.se.si.bi.li.dˈa.dʒi
679,a·ces·sí·vel,adjetivo,a.se.sˈi.vew
680,a·ces·si·vel·men·te,advérbio,a.se.si.vew.mˈẽj.tʃi
681,a·ces·so,nome masculino,a.sˈɛ.sʊ
682,a·ces·so·ri·a·men·te,advérbio,a.se.sɔ.ɾja.mˈẽj.tʃi
683,a·ces·só·ri·o,nome masculino,a.se.sˈɔ.ɾjʊ
684,a·ces·só·ri·o,adjetivo,a.se.sˈɔ.ɾjʊ
685,a·ce·ta·to,nome masculino,a.se.tˈa.tʊ
686,a·cé·ti·co,adjetivo,a.sˈɛ.tʃi.kʊ
687,a·ce·til·co·li·na,nome feminino,a.se.tʃiw.ko.lˈi.nə
688,a·ce·ti·le·no,nome masculino,a.se.tʃi.lˈe.nʊ
689,a·ce·ti·na·do,adjetivo,a.se.tʃi.nˈa.dʊ
690,a·ce·ti·nar,verbo,a.se.tʃi.nˈa
691,a·ce·to·na,nome feminino,a.se.tˈo.nə
692,a·ce·to·so,adjetivo,a.se.tˈo.zʊ
693,a·cha,nome feminino,ˈa.ʃə
694,a·cha·ca·do,adjetivo,a.ʃa.kˈa.dʊ
695,a·cha·car,verbo,a.ʃa.kˈa
696,a·cha·da,nome feminino,a.ʃˈa.də
697,a·cha·do,nome masculino,a.ʃˈa.dʊ
698,a·cha·do,adjetivo,a.ʃˈa.dʊ
699,a·cha·dor,adjetivo,a.ʃa.dˈoɾ
700,a·cha·dor,nome masculino,a.ʃa.dˈoɾ
701,a·cha·men·to,nome masculino,a.ʃa.mˈẽj.tʊ
702,a·cha·que,nome masculino,a.ʃˈa.ki
703,a·char,nome masculino,a.ʃˈa
704,a·char,verbo,a.ʃˈa
705,a·cha·ta·da·men·te,advérbio,a.ʃa.ta.da.mˈẽj.tʃi
706,a·cha·ta·do,adjetivo,a.ʃa.tˈa.dʊ
707,a·cha·ta·men·to,nome masculino,a.ʃa.ta.mˈẽj.tʊ
708,a·cha·tar,verbo,a.ʃa.tˈa
709,a·che,nome masculino,ˈa.ʃi
710,a·che·ga,nome feminino,a.ʃˈe.gə
711,a·che·gar,verbo,a.ʃe.gˈa
712,a·chi·gã,nome masculino,a.ʃi.gˈə̃
713,a·chin·ca·lha·men·to,nome masculino,a.ʃĩ.ka.ʎa.mˈẽj.tʊ
714,a·chin·ca·lhan·te,adjetivo,a.ʃĩ.ka.ʎˈə̃.tʃi
715,a·chin·ca·lhar,verbo,a.ʃĩ.ka.ʎˈa
716,a·chin·ca·lhe,nome masculino,a.ʃĩ.kˈa.ʎi
717,a·chi·ne·sa·do,adjetivo,a.ʃi.ne.zˈa.dʊ
718,a·chi·ne·sar,verbo,a.ʃi.ne.zˈa
719,a·cho·co·la·ta·do,adjetivo,a.ʃo.ko.la.tˈa.dʊ
720,a·cho·co·la·tar,verbo,a.ʃo.ko.la.tˈa
721,a·ci·ca·ta·do,adjetivo,a.si.ka.tˈa.dʊ
722,a·ci·ca·tar,verbo,a.si.ka.tˈa
723,a·ci·ca·te,nome masculino,a.si.kˈa.tʃi
724,a·ci·cu·lar,adjetivo,a.si.ku.lˈaɾ
725,a·ci·cu·lar,verbo,a.si.ku.lˈa
726,a·ci·da·men·te,advérbio,a.si.da.mˈẽj.tʃi
727,a·ci·dar,verbo,a.si.dˈa
728,a·ci·den·ta·da,nome feminino,a.si.dẽ.tˈa.də
729,a·ci·den·ta·da·men·te,advérbio,a.si.dẽ.ta.da.mˈẽj.tʃi
730,a·ci·den·ta·do,adjetivo,a.si.dẽ.tˈa.dʊ
731,a·ci·den·ta·do,nome masculino,a.si.dẽ.tˈa.dʊ
732,a·ci·den·tal,adjetivo,a.si.dẽ.tˈaw
733,a·ci·den·ta·li·da·de,nome feminino,a.si.dẽ.ta.li.dˈa.dʒi
734,a·ci·den·tal·men·te,advérbio,a.si.dẽ.taw.mˈẽj.tʃi
735,a·ci·den·tar,verbo,a.si.dẽ.tˈa
736,a·ci·den·te,nome masculino,a.si.dˈẽj.tʃi
737,a·ci·dez,nome feminino,a.si.dˈes
738,a·ci·di·fi·ca·ção,nome feminino,a.si.dʒi.fi.ka.sˈə̃w
739,á·ci·do,nome masculino,ˈa.si.dʊ
740,á·ci·do,adjetivo,ˈa.si.dʊ
741,a·ci·du·la·do,adjetivo,a.si.du.lˈa.dʊ
742,a·ci·du·lar,verbo,a.si.du.lˈa
743,a·cí·du·lo,adjetivo,a.sˈi.du.lʊ
744,a·ci·ma,advérbio,a.sˈi.mə
745,a·cin·te,advérbio,a.sˈĩ.tʃi
746,a·cin·te,nome masculino,a.sˈĩ.tʃi
747,a·cin·to·sa·men·te,advérbio,a.sĩ.tɔ.za.mˈẽj.tʃi
748,a·cin·to·so,adjetivo,a.sĩ.tˈo.zʊ
749,a·cin·zen·ta·do,nome masculino,a.sĩ.zẽ.tˈa.dʊ
750,a·cin·zen·ta·do,adjetivo,a.sĩ.zẽ.tˈa.dʊ
751,a·cin·zen·tar,verbo,a.sĩ.zẽ.tˈa
752,a·ci·o·na·da·men·te,advérbio,a.si.o.na.da.mˈẽj.tʃi
753,a·ci·o·na·do,adjetivo,a.si.o.nˈa.dʊ ou a.si.o.nˈa.dʊ
754,a·ci·o·na·do,nome masculino,a.si.o.nˈa.dʊ ou a.si.o.nˈa.dʊ
755,a·ci·o·na·men·to,nome masculino,a.si.o.na.mˈẽj.tʊ
756,a·ci·o·nar,verbo,a.si.o.nˈa ou a.si.o.nˈa
757,a·ci·o·nis·ta,adjetivo,a.si.o.nˈis.tə ou a.si.o.nˈis.tə
758,a·ci·o·nis·ta,nome masculino,a.si.o.nˈis.tə ou a.si.o.nˈis.tə
759,a·ci·o·nis·ta,nome feminino,a.si.o.nˈis.tə ou a.si.o.nˈis.tə
760,a·ci·pres·te,nome masculino,a.si.pɾˈɛs.tʃi
761,a·cir·ra·da·men·te,advérbio,a.si.xa.da.mˈẽj.tʃi
762,a·cir·ra·do,adjetivo,a.si.xˈa.dʊ
763,a·cir·rar,verbo,a.si.xˈa
764,a·cla·ma·ção,nome feminino,a.kla.ma.sˈə̃w
765,a·cla·mar,verbo,a.kla.mˈa
766,a·cla·ra·ção,nome feminino,a.kla.ɾa.sˈə̃w
767,a·cla·ra·do,adjetivo,a.kla.ɾˈa.dʊ
768,a·cla·rar,verbo,a.kla.ɾˈa
769,a·cli·ma·ção,nome feminino,a.kli.ma.sˈə̃w
770,a·cli·ma·ta·ção,nome feminino,a.kli.ma.ta.sˈə̃w
771,a·cli·ma·ta·do,adjetivo,a.kli.ma.tˈa.dʊ
772,a·cli·ma·tar,verbo,a.kli.ma.tˈa
773,a·cli·ma·ti·za·ção,nome feminino,a.kli.ma.tʃi.za.sˈə̃w
774,a·cli·ma·ti·zar,verbo,a.kli.ma.tʃi.zˈa
775,ac·me,nome feminino,ˈa.ki.mi
776,ac·ne,nome feminino,ˈa.ki.ni
777,a·ço,nome masculino,ˈa.sʊ
778,a·ço,adjetivo,ˈa.sʊ
779,a·co·bar·da·da·men·te,advérbio,a.ko.baɾ.da.da.mˈẽj.tʃi
780,a·co·bar·da·do,adjetivo,a.ko.baɾ.dˈa.dʊ
781,a·co·bar·dar,verbo,a.ko.baɾ.dˈa
782,a·co·ber·ta·do,adjetivo,a.ko.beɾ.tˈa.dʊ
783,a·co·ber·tar,verbo,a.ko.beɾ.tˈa
784,a·co·bre·a·do,nome masculino,a.ko.bɾi.ˈa.dʊ
785,a·co·bre·a·do,adjetivo,a.ko.bɾi.ˈa.dʊ
786,a·co·bre·ar,verbo,a.ko.bɾi.ˈa
787,a·co·co·ra·do,adjetivo,a.ko.ko.ɾˈa.dʊ
788,a·co·co·rar,verbo,a.ko.ko.ɾˈa
